date,steps,distance_miles,journey_id,character,segment,cumulative_miles,cumulative_steps,all_time_cumulative_miles,all_time_cumulative_steps
2024-11-20,26591,11.036644522897967,Mordor,Frodo,The Eye of Sauron,1405.4041116758235,3525052.0,1477.711748762461,3720247
2024-11-21,24487,10.080149578732287,Mordor,Frodo,The Eye of Sauron,1415.4842612545558,3549539.0,1487.7918983411932,3744734
2024-11-22,28993,12.033509923165681,Mordor,Frodo,The Eye of Sauron,1427.5177711777217,3578532.0,1499.8254082643589,3773727
2024-11-23,22609,9.393890186781944,Mordor,Frodo,The Eye of Sauron,1436.9116613645035,3601141.0,1509.2192984511407,3796336
2024-11-24,27930,10.794960400966973,Mordor,Frodo,The Eye of Sauron,1447.7066217654706,3629071.0,1520.0142588521078,3824266
2024-11-25,19023,7.925577104832271,Mordor,Frodo,The Eye of Sauron,1455.6321988703028,3648094.0,1527.93983595694,3843289
2024-11-26,27295,11.499520843366513,Mordor,Frodo,The Eye of Sauron,1467.1317197136693,3675389.0,1539.4393568003065,3870584
2024-11-27,20795,8.637991905343853,Mordor,Frodo,The Eye of Sauron,1475.7697116190132,3696184.0,1548.0773487056504,3891379
2024-11-28,31407,13.027712783419297,Mordor,Frodo,The Eye of Sauron,1488.7974244024324,3727591.0,1561.1050614890696,3922786
2024-11-29,16361,7.0218718848110555,Mordor,Frodo,The Eye of Sauron,1495.8192962872436,3743952.0,1568.1269333738808,3939147
2024-11-30,4685,1.7614277346061524,Mordor,Frodo,The Eye of Sauron,1497.5807240218496,3748637.0,1569.8883611084868,3943832
2024-12-01,22116,8.435118050463204,Mordor,Frodo,The Eye of Sauron,1506.0158420723128,3770753.0,1578.32347915895,3965948
2024-12-02,37490,15.686238313068628,Mordor,Frodo,The Eye of Sauron,1521.7020803853814,3808243.0,1594.0097174720186,4003438
2024-12-03,21905,9.134615067788618,Mordor,Frodo,The Eye of Sauron,1530.83669545317,3830148.0,1603.1443325398072,4025343
2024-12-04,21740,8.607598853637226,Mordor,Frodo,Mordor,1539.4442943068073,3851888.0,1611.7519313934445,4047083
2024-12-05,27783,11.849664961710236,Mordor,Frodo,Mordor,1551.2939592685175,3879671.0,1623.6015963551547,4074866
2024-12-06,1917,0.7112087953878977,Mordor,Frodo,Mordor,1552.0051680639053,3881588.0,1624.3128051505425,4076783
2024-12-07,25704,10.723069024163973,Mordor,Frodo,Mordor,1562.7282370880694,3907292.0,1635.0358741747066,4102487
